OBJECTID,Address,TotalRoofArea,UsableRoofArea,PercentUsable,PotentialSystemSize,ProjectedAnnualKWH,ProjectedAnnualSavings,EntranceCorridor,HistoricallyProtected,Comments,created_user,created_date,last_edited_user,last_edited_date,ShapeSTArea,ShapeSTLength
7169,2001+ THOMSON RD,1752.5886785,219.58356,12.52909908,2.8232172,3387.86064,372.6646704, , ,,,,CITY,2020/12/08 18:59:10+00,1752.58984375,214.396106667733
7170,1934 LEWIS MOUNTAIN RD,2446.51286331,335.83368,13.72703467,4.3178616,5181.43392,569.9577312, , ,,,,CITY,2020/12/08 18:59:10+00,2446.50390625,217.469282881167
7171,709+ NELSON DR,1252.09857171,458.54214,36.62188774,5.8955418,7074.65016,778.2115176, , ,,,,CITY,2020/12/08 18:59:10+00,1252.09375,142.112134265287
7172,854 ST CHARLES AVE,1297.4396227,445.62546,34.34652681,5.7294702,6875.36424,756.2900664, , ,,,,CITY,2020/12/08 18:59:10+00,1297.44921875,151.631994827658
7173,1955 THOMSON RD,1520.08220509,381.04206,25.06719946,4.8991122,5878.93464,646.6828104, , ,,,,CITY,2020/12/08 18:59:10+00,1520.08203125,190.470058670644
7174,730 LYONS AVE,1788.79391055,529.58388,29.60563914,6.8089356,8170.72272,898.7794992, , ,,,,CITY,2020/12/08 18:59:10+00,1788.7890625,180.357085749128
7175,711 CARGIL LN,1044.92741104,180.83352,17.30584448,2.3250024,2790.00288,306.9003168, , ,,,,CITY,2020/12/08 18:59:10+00,1044.94140625,142.535097725347
7176,914+ HARRIS ST,16047.3019538,5018.13018,31.2708655,64.5188166,77422.57992,8516.483791, , ,,,,CITY,2020/12/08 18:59:10+00,16047.32421875,799.593627198528
7177,716 CARGIL LN,1407.1845346,465.00048,33.04474118,5.9785776,7174.29312,789.1722432, , ,,,,CITY,2020/12/08 18:59:10+00,1407.1875,152.993814436973
7178,2025 THOMSON RD,2106.23860038,477.91716,22.69055134,6.1446492,7373.57904,811.0936944, , ,,,,CITY,2020/12/08 18:59:10+00,2106.234375,207.421693390242
7179,1932 LEWIS MOUNTAIN RD,1001.8951334,122.70846,12.24763483,1.5776802,1893.21624,208.2537864, , ,,,,CITY,2020/12/08 18:59:10+00,1001.8984375,139.212588674688
7180,1928 LEWIS MOUNTAIN RD,1916.47232876,516.6672,26.95928332,6.642864,7971.4368,876.858048, , ,,,,CITY,2020/12/08 18:59:10+00,1916.484375,189.74536646714
7181,2043 THOMSON RD,1978.32598765,484.3755,24.48410925,6.227685,7473.222,822.05442, , ,,,,CITY,2020/12/08 18:59:10+00,1978.32421875,194.238668733823
7182,717 PARK ST,1367.15808842,322.917,23.6195805,4.15179,4982.148,548.03628, ,Yes,,,,CITY,2020/12/08 18:59:10+00,1367.1640625,149.791516356851
7183,901 2ND ST NE,1757.82088283,548.9589,31.22951371,7.058043,8469.6516,931.661676, , ,,,,CITY,2020/12/08 18:59:10+00,1757.8203125,212.246023494236
7184,902 2ND ST NE,1524.52603029,600.62562,39.39753195,7.7223294,9266.79528,1019.347481, , ,,,,CITY,2020/12/08 18:59:10+00,1524.5390625,169.309867570242
7185,1951 THOMSON RD,1968.97086982,465.00048,23.61642224,5.9785776,7174.29312,789.1722432, , ,,,,CITY,2020/12/08 18:59:10+00,1968.9765625,183.232522435843
7186,801 WATSON AVE,759.66225691,148.54182,19.55366606,1.9098234,2291.78808,252.0966888, , ,,,,CITY,2020/12/08 18:59:10+00,759.66796875,110.620224582966
7187,214 SPRIGG LN,3561.22004826,1052.70942,29.56035878,13.5348354,16241.80248,1786.598273, , ,,,,CITY,2020/12/08 18:59:10+00,3561.2265625,364.158474270987
7188,1111 HARRIS ST,9048.56490847,3125.83656,34.54510865,40.1893272,48227.19264,5304.99119, , ,,,,CITY,2020/12/08 18:59:10+00,9048.546875,498.511350165424
7189,180 RUGBY RD,3392.81270094,574.79226,16.94146751,7.3901862,8868.22344,975.5045784, ,Yes,,,,CITY,2020/12/08 18:59:10+00,3392.80078125,250.911110514899
7190,736 PARK ST,1393.84361737,348.75036,25.02076648,4.4839332,5380.71984,591.8791824, , ,,,,CITY,2020/12/08 18:59:10+00,1393.84375,157.889281852714
7191,636 WATSON AVE,975.46210534,232.50024,23.83488205,2.9892888,3587.14656,394.5861216, , ,,,,CITY,2020/12/08 18:59:10+00,975.46875,120.229530835118
7192,205 SPRIGG LN,4935.4655008,1950.41868,39.51843371,25.0768116,30092.17392,3310.139131, ,Yes,,,,CITY,2020/12/08 18:59:10+00,4935.453125,333.342679179878
7193,701 LYONS AVE,1931.27427309,342.29202,17.72363555,4.4008974,5281.07688,580.9184568, , ,,,,CITY,2020/12/08 18:59:10+00,1931.26171875,188.370073001428
7194,716 MCINTIRE RD,1371.90246012,116.25012,8.47364345,1.4946444,1793.57328,197.2930608,Yes, ,,,,CITY,2020/12/08 18:59:10+00,1371.8828125,163.829582270716
7195,312 ALDERMAN RD,1942.39137876,484.3755,24.93707038,6.227685,7473.222,822.05442, , ,,,,CITY,2020/12/08 18:59:10+00,1942.37109375,226.93800480634
7196,606 LYONS AVE,1477.46345609,135.62514,9.17959328,1.7437518,2092.50216,230.1752376, , ,,,,CITY,2020/12/08 18:59:10+00,1477.46875,161.458509781739
7197,805 WATSON AVE,722.04635313,187.29186,25.93903499,2.4080382,2889.64584,317.8610424, , ,,,,CITY,2020/12/08 18:59:10+00,722.0390625,108.021938939933
7198,109 MINOR RD,1481.67453024,400.41708,27.02463151,5.1482196,6177.86352,679.5649872, , ,,,,CITY,2020/12/08 18:59:10+00,1481.66796875,162.669012073174
7199,100 LEWIS MOUNTAIN CIR,1431.64340546,465.00048,32.48019004,5.9785776,7174.29312,789.1722432, , ,,,,CITY,2020/12/08 18:59:10+00,1431.64453125,169.336148153641
7200,103 MINOR RD,1469.23111642,374.58372,25.4952214,4.8160764,5779.29168,635.7220848, , ,,,,CITY,2020/12/08 18:59:10+00,1469.23828125,185.569390283516
7201,717 LYONS AVE,1790.75133313,703.95906,39.31082041,9.0509022,10861.08264,1194.71909, , ,,,,CITY,2020/12/08 18:59:10+00,1790.75,181.516150557118
7202,2001+ MINOR RD,1146.87612347,439.16712,38.29246217,5.6464344,6775.72128,745.3293408, , ,,,,CITY,2020/12/08 18:59:10+00,1146.87109375,157.257664580455
7203,2012 MINOR RD,1569.91292026,465.00048,29.619508,5.9785776,7174.29312,789.1722432, , ,,,,CITY,2020/12/08 18:59:10+00,1569.90625,180.446710315923
7204,112 LEWIS MOUNTAIN CIR,1831.67003858,594.16728,32.43855477,7.6392936,9167.15232,1008.386755, , ,,,,CITY,2020/12/08 18:59:10+00,1831.67578125,195.975910882916
7205,207 SPRIGG LN,4982.64522903,1885.83528,37.84807536,24.2464536,29095.74432,3200.531875,Yes, ,,,,CITY,2020/12/08 18:59:10+00,4982.65234375,331.859972188786
7206,321 ALDERMAN RD,2586.14572382,671.66736,25.97175167,8.6357232,10362.86784,1139.915462, , ,,,,CITY,2020/12/08 18:59:10+00,2586.14453125,277.143084798863
7207,2014 MINOR RD,1286.6042929,471.45882,36.64365393,6.0616134,7273.93608,800.1329688, , ,,,,CITY,2020/12/08 18:59:10+00,1286.6171875,151.842694173773
7208,925 LOCUST AVE,2404.75865926,497.29218,20.67950507,6.3937566,7672.50792,843.9758712, , ,,,,CITY,2020/12/08 18:59:10+00,2404.76953125,225.452616731811
7209,734 PARK ST,1125.23972586,381.04206,33.86319017,4.8991122,5878.93464,646.6828104, , ,,,,CITY,2020/12/08 18:59:10+00,1125.23828125,146.756062863907
7210,933 HARRIS ST,5205.86320166,1633.96002,31.38691843,21.0080574,25209.66888,2773.063577, , ,,,,CITY,2020/12/08 18:59:10+00,5205.9140625,907.530463979086
7211,703 LYONS AVE,1514.80983197,316.45866,20.89098344,4.0687542,4882.50504,537.0755544, , ,,,,CITY,2020/12/08 18:59:10+00,1514.8046875,185.632283120473
7212,211+ CHANCELLOR ST,1126.03216376,213.12522,18.92709887,2.7401814,3288.21768,361.7039448, ,Yes,,,,CITY,2020/12/08 18:59:10+00,1126.0390625,136.626988737874
7213,807 WATSON AVE,1073.9068426,206.66688,19.24439526,2.6571456,3188.57472,350.7432192, , ,,,,CITY,2020/12/08 18:59:10+00,1073.91015625,134.388609687305
7214,1015 ALBEMARLE ST,1824.80797551,632.91732,34.6840509,8.1375084,9765.01008,1074.151109, , ,,,,CITY,2020/12/08 18:59:10+00,1824.8046875,194.986023179147
7215,608 LYONS AVE,1303.17714062,251.87526,19.32778349,3.2383962,3886.07544,427.4682984, , ,,,,CITY,2020/12/08 18:59:10+00,1303.171875,159.820255898142
7216,200 CAMERON LN,1268.77413041,523.12554,41.23078667,6.7258998,8071.07976,887.8187736, , ,,,,CITY,2020/12/08 18:59:10+00,1268.78125,152.770594322335
7217,714 MCINTIRE RD,1131.14406574,135.62514,11.99008531,1.7437518,2092.50216,230.1752376,Yes, ,,,,CITY,2020/12/08 18:59:10+00,1131.140625,140.495920020639
7218,936 HARRIS ST,2742.17300419,1136.66784,41.45135302,14.6143008,17537.16096,1929.087706, , ,,,,CITY,2020/12/08 18:59:10+00,2742.16796875,217.194583293463
7219,721 LYONS AVE,1829.03700661,581.2506,31.77905188,7.473222,8967.8664,986.465304, , ,,,,CITY,2020/12/08 18:59:10+00,1829.046875,190.054981194191
7220,105+ MINOR RD,1955.68728658,516.6672,26.41870256,6.642864,7971.4368,876.858048, , ,,,,CITY,2020/12/08 18:59:10+00,1955.6875,205.777499863534
7221,811+ WATSON AVE,1461.19050144,374.58372,25.63551625,4.8160764,5779.29168,635.7220848, , ,,,,CITY,2020/12/08 18:59:10+00,1461.1875,164.556354225327
7222,711 LYONS AVE,905.63889341,368.12538,40.64814164,4.7330406,5679.64872,624.7613592, , ,,,,CITY,2020/12/08 18:59:10+00,905.6484375,130.968146957634
7223,104 LEWIS MOUNTAIN CIR,1675.07745275,219.58356,13.10885931,2.8232172,3387.86064,372.6646704, , ,,,,CITY,2020/12/08 18:59:10+00,1675.0703125,180.675207847803
7224,114 LEWIS MOUNTAIN CIR,1606.30995364,406.87542,25.32981889,5.2312554,6277.50648,690.5257128, , ,,,,CITY,2020/12/08 18:59:10+00,1606.296875,188.820613979426
7225,316 ALDERMAN RD,2398.78823988,665.20902,27.7310427,8.5526874,10263.22488,1128.954737, , ,,,,CITY,2020/12/08 18:59:10+00,2398.765625,227.060739565672
7226,730 PARK ST,1587.52869931,419.7921,26.44311871,5.397327,6476.7924,712.447164, , ,,,,CITY,2020/12/08 18:59:10+00,1587.53125,178.254858703393
7227,207 CAMERON LN,1534.14932342,361.66704,23.57443456,4.6500048,5580.00576,613.8006336, , ,,,,CITY,2020/12/08 18:59:10+00,1534.15234375,216.123384600695
7228,700 LYONS AVE,1519.74762676,387.5004,25.49768049,4.982148,5978.5776,657.643536, ,Yes,,,,CITY,2020/12/08 18:59:10+00,1519.75,182.589728818074
7229,710+ MCINTIRE RD,1340.27903955,142.08348,10.60103767,1.8267876,2192.14512,241.1359632,Yes, ,,,,CITY,2020/12/08 18:59:10+00,1340.2890625,156.85580138462
7230,815+ WATSON AVE,1399.03693052,342.29202,24.46626042,4.4008974,5281.07688,580.9184568, , ,,,,CITY,2020/12/08 18:59:10+00,1399.04296875,162.790718938798
7231,713 LYONS AVE,2219.62913487,471.45882,21.24043224,6.0616134,7273.93608,800.1329688, , ,,,,CITY,2020/12/08 18:59:10+00,2219.61328125,226.811717876
7232,705 CONCORD AVE,1450.24416904,335.83368,23.15704403,4.3178616,5181.43392,569.9577312, , ,,,,CITY,2020/12/08 18:59:10+00,1450.2421875,169.515503433392
7233,1953+ LEWIS MOUNTAIN RD,2860.52346348,1020.41772,35.67241121,13.1196564,15743.58768,1731.794645, , ,,,,CITY,2020/12/08 18:59:10+00,2860.50390625,291.306771752532
7234,206 CAMERON LN,565.14856741,32.2917,5.71384276,0.415179,498.2148,54.803628, , ,,,,CITY,2020/12/08 18:59:10+00,565.1484375,110.921442422174
7235,1959-C LEWIS MOUNTAIN RD,254.33339134,58.12506,22.85388815,0.7473222,896.78664,98.6465304, , ,,,,CITY,2020/12/08 18:59:10+00,254.328125,64.1237745421996
7236,739 LYONS AVE,1557.61755832,400.41708,25.70702181,5.1482196,6177.86352,679.5649872, , ,,,,CITY,2020/12/08 18:59:10+00,1557.61328125,167.925563247936
7237,1951 LEWIS MOUNTAIN RD,2008.29468438,574.79226,28.62091217,7.3901862,8868.22344,975.5045784, , ,,,,CITY,2020/12/08 18:59:10+00,2008.2890625,265.00163207418
7238,726 PARK ST,1940.39356389,297.08364,15.31048396,3.8196468,4583.57616,504.1933776, , ,,,,CITY,2020/12/08 18:59:10+00,1940.39453125,188.451894306285
7239,725 CARGIL LN,2158.01664407,264.79194,12.27015299,3.4044678,4085.36136,449.3897496, , ,,,,CITY,2020/12/08 18:59:10+00,2158.0390625,236.444758467561
7240,704 LYONS AVE,1637.14258434,258.3336,15.77954177,3.321432,3985.7184,438.429024, , ,,,,CITY,2020/12/08 18:59:10+00,1637.1328125,180.641962028277
7241,703 CONCORD AVE,1533.93936681,393.95874,25.68281068,5.0651838,6078.22056,668.6042616, , ,,,,CITY,2020/12/08 18:59:10+00,1533.9453125,167.427390731223
7242,715 LYONS AVE,1795.97251149,400.41708,22.29527896,5.1482196,6177.86352,679.5649872, , ,,,,CITY,2020/12/08 18:59:10+00,1795.96875,181.547939241107
7243,740 LYONS AVE,1397.45334083,355.2087,25.41828794,4.566969,5480.3628,602.839908, , ,,,,CITY,2020/12/08 18:59:10+00,1397.4609375,166.531722042265
7244,817+ WATSON AVE,1473.21827917,187.29186,12.71311012,2.4080382,2889.64584,317.8610424, , ,,,,CITY,2020/12/08 18:59:10+00,1473.2109375,163.186153988066
7245,210 SPRIGG LN,2507.00186736,762.08412,30.39822703,9.7982244,11757.86928,1293.365621, , ,,,,CITY,2020/12/08 18:59:10+00,2507.00390625,314.946048996503
7246,706 MCINTIRE RD,2273.72090065,891.25092,39.19790301,11.4589404,13750.72848,1512.580133,Yes, ,,,,CITY,2020/12/08 18:59:10+00,2273.72265625,222.744701856959
7247,2003+ LEWIS MOUNTAIN RD,1829.34651285,393.95874,21.5354899,5.0651838,6078.22056,668.6042616, , ,,,,CITY,2020/12/08 18:59:10+00,1829.34375,212.946672193208
7248,1961+ LEWIS MOUNTAIN RD,1376.52420193,219.58356,15.95203061,2.8232172,3387.86064,372.6646704, , ,,,,CITY,2020/12/08 18:59:10+00,1376.53125,165.788316790094
7249,1959+ LEWIS MOUNTAIN RD,2099.00678807,594.16728,28.30706853,7.6392936,9167.15232,1008.386755, , ,,,,CITY,2020/12/08 18:59:10+00,2099.02734375,191.091110798339
7250,1001 ALBEMARLE ST,1536.84044014,445.62546,28.99620805,5.7294702,6875.36424,756.2900664, , ,,,,CITY,2020/12/08 18:59:10+00,1536.83984375,172.351821955352
7251,164-COTT RUGBY RD,1469.06229354,322.917,21.98116476,4.15179,4982.148,548.03628, , ,,,,CITY,2020/12/08 18:59:10+00,1469.05078125,169.292100298316
7252,1963 LEWIS MOUNTAIN RD,1588.95412568,155.00016,9.75485412,1.9928592,2391.43104,263.0574144, , ,,,,CITY,2020/12/08 18:59:10+00,1588.94921875,161.417419415753
7253,2007 LEWIS MOUNTAIN RD,2935.44311082,555.41724,18.92107,7.1410788,8569.29456,942.6224016, , ,,,,CITY,2020/12/08 18:59:10+00,2935.43359375,272.212350416798
7254,1965 LEWIS MOUNTAIN RD,1934.49708398,529.58388,27.37579157,6.8089356,8170.72272,898.7794992, , ,,,,CITY,2020/12/08 18:59:10+00,1934.515625,204.112149655408
7255,1949 LEWIS MOUNTAIN RD,1620.15953167,226.0419,13.95182961,2.906253,3487.5036,383.625396, , ,,,,CITY,2020/12/08 18:59:10+00,1620.15625,185.25440332818
7256,719 LYONS AVE,1994.08604657,729.79242,36.59784099,9.3830454,11259.65448,1238.561993, , ,,,,CITY,2020/12/08 18:59:10+00,1994.0859375,218.394661183592
7257,839 ST CHARLES AVE,1123.46504957,258.3336,22.99435993,3.321432,3985.7184,438.429024, , ,,,,CITY,2020/12/08 18:59:10+00,1123.46484375,142.781486778468
7258,708 LYONS AVE,1034.10418541,142.08348,13.73976457,1.8267876,2192.14512,241.1359632, , ,,,,CITY,2020/12/08 18:59:10+00,1034.1015625,141.14236388818
7259,2013+ LEWIS MOUNTAIN RD,2079.62183575,355.2087,17.0804461,4.566969,5480.3628,602.839908, , ,,,,CITY,2020/12/08 18:59:10+00,2079.62890625,216.395305865109
7260,864 ST CHARLES AVE,801.83839717,322.917,40.27207775,4.15179,4982.148,548.03628, , ,,,,CITY,2020/12/08 18:59:10+00,801.84375,115.358759407657
7261,2011 LEWIS MOUNTAIN RD,1789.81412773,368.12538,20.5677998,4.7330406,5679.64872,624.7613592, , ,,,,CITY,2020/12/08 18:59:10+00,1789.80859375,197.111971730098
7262,604 CYNTHIANNA AVE,923.08139479,219.58356,23.78810347,2.8232172,3387.86064,372.6646704, , ,,,,CITY,2020/12/08 18:59:10+00,923.078125,129.55112275043
7263,722+ PARK ST,1022.59161022,277.70862,27.15733381,3.5705394,4284.64728,471.3112008, , ,,,,CITY,2020/12/08 18:59:11+00,1022.58984375,130.033091376301
7264,211 EMMET ST S,32024.6928481,11411.88678,35.6346485,146.7242586,176069.1103,19367.60214, , ,,,,CITY,2020/12/08 18:59:11+00,32024.66796875,1135.80165072881
7265,165+ MADISON LN,3740.19353947,904.1676,24.1743532,11.625012,13950.0144,1534.501584, ,Yes,,,,CITY,2020/12/08 18:59:11+00,3740.19921875,286.489516098033
7266,1941 LEWIS MOUNTAIN RD,1536.97210022,284.16696,18.48875228,3.6535752,4384.29024,482.2719264, , ,,,,CITY,2020/12/08 18:59:11+00,1536.97265625,173.360351183113
7267,1935+ LEWIS MOUNTAIN RD,3906.90011237,755.62578,19.340801,9.7151886,11658.22632,1282.404895, , ,,,,CITY,2020/12/08 18:59:11+00,3906.9140625,354.259648870647
7268,925 HARRIS ST,4556.94827372,1646.8767,36.13990299,21.174129,25408.9548,2794.985028, , ,,,,CITY,2020/12/08 18:59:11+00,4556.9296875,270.390891279141
7269,738 LYONS AVE,1477.28027867,458.54214,31.0396166,5.8955418,7074.65016,778.2115176, , ,,,,CITY,2020/12/08 18:59:11+00,1477.2734375,157.783431974423
7270,726 CARGIL LN,969.71805142,219.58356,22.64406262,2.8232172,3387.86064,372.6646704, , ,,,,CITY,2020/12/08 18:59:11+00,969.71875,146.466310543111
7271,700 MCINTIRE RD,1303.29541547,484.3755,37.16544089,6.227685,7473.222,822.05442,Yes, ,,,,CITY,2020/12/08 18:59:11+00,1303.296875,151.811252677307
7272,2027 MINOR RD,3420.59525012,419.7921,12.27248668,5.397327,6476.7924,712.447164, , ,,,,CITY,2020/12/08 18:59:11+00,3420.58984375,348.373939425236
7273,1216+ HARRIS ST,9141.17851801,2647.9194,28.96693694,34.044678,40853.6136,4493.897496, , ,,,,CITY,2020/12/08 18:59:11+00,9141.203125,624.160825123484
7274,1207+ HARRIS ST,12417.6671669,3946.04574,31.77767337,50.7348738,60881.84856,6697.003342, , ,,,,CITY,2020/12/08 18:59:11+00,12417.62109375,646.57554915375
7275,726 MCINTIRE RD,1265.8386578,297.08364,23.46931362,3.8196468,4583.57616,504.1933776,Yes, ,,,,CITY,2020/12/08 18:59:11+00,1265.83984375,143.633787606063
7276,904 MARSHALL ST,1765.83057022,426.25044,24.13880658,5.4803628,6576.43536,723.4078896, , ,,,,CITY,2020/12/08 18:59:11+00,1765.83203125,172.099662986435
7277,911 ST CHARLES AVE,1467.2750306,458.54214,31.2512729,5.8955418,7074.65016,778.2115176, , ,,,,CITY,2020/12/08 18:59:11+00,1467.2734375,156.380054317273
7278,310 KENT RD,3023.26767746,865.41756,28.62523798,11.1267972,13352.15664,1468.73723, , ,,,,CITY,2020/12/08 18:59:11+00,3023.26953125,288.997385886741
7279,1101 FOREST ST,2115.57124256,658.75068,31.13819441,8.4696516,10163.58192,1117.994011, , ,,,,CITY,2020/12/08 18:59:11+00,2115.59765625,269.006424097859
7280,627 WATSON AVE,1496.06425898,213.12522,14.24572606,2.7401814,3288.21768,361.7039448, , ,,,,CITY,2020/12/08 18:59:11+00,1496.0703125,170.243089335805
7281,806 PARK ST,894.27108728,251.87526,28.16542503,3.2383962,3886.07544,427.4682984, , ,,,,CITY,2020/12/08 18:59:11+00,894.2734375,122.468156209105
7282,108 CRESAP RD,1393.81375273,348.75036,25.02130322,4.4839332,5380.71984,591.8791824, , ,,,,CITY,2020/12/08 18:59:11+00,1393.8203125,166.990153871043
7283,108 EMMET ST S,22956.5692005,8395.842,36.5727211,107.94654,129535.848,14248.94328,Yes, ,,,,CITY,2020/12/08 18:59:11+00,22956.58203125,1333.04175762456
7284,953 LOCUST AVE,3320.66389282,1091.45946,32.86871223,14.0330502,16839.66024,1852.362626, , ,,,,CITY,2020/12/08 18:59:11+00,3320.66796875,295.122647925979
7285,307 ALDERMAN RD,1483.65892424,303.54198,20.45901387,3.9026826,4683.21912,515.1541032, , ,,,,CITY,2020/12/08 18:59:11+00,1483.66796875,168.844480836758
7286,120 ROTHERY RD,2681.27301558,813.75084,30.34942153,10.4625108,12555.01296,1381.051426, , ,,,,CITY,2020/12/08 18:59:11+00,2681.27734375,273.988110844659
7287,629 WATSON AVE,1108.60600691,297.08364,26.7979462,3.8196468,4583.57616,504.1933776, , ,,,,CITY,2020/12/08 18:59:11+00,1108.59765625,137.40309262328
7288,317 KENT RD,1579.90489944,652.29234,41.28680994,8.3866158,10063.93896,1107.033286, , ,,,,CITY,2020/12/08 18:59:11+00,1579.91015625,163.376588141005
7289,751 PARK ST,1974.60582197,484.3755,24.53023808,6.227685,7473.222,822.05442, ,Yes,,,,CITY,2020/12/08 18:59:11+00,1974.61328125,186.609946811525
7290,304 ALDERMAN RD,1284.37912517,374.58372,29.1645746,4.8160764,5779.29168,635.7220848, , ,,,,CITY,2020/12/08 18:59:11+00,1284.38671875,158.885002701389
7291,802 PARK ST,1807.88228631,342.29202,18.93331356,4.4008974,5281.07688,580.9184568, , ,,,,CITY,2020/12/08 18:59:11+00,1807.87890625,209.239702749209
7292,120 MINOR RD,1210.73834984,174.37518,14.40238374,2.2419666,2690.35992,295.9395912, , ,,,,CITY,2020/12/08 18:59:11+00,1210.75,155.304515663533
7293,606 250 BYP,1692.72947809,542.50056,32.04886275,6.9750072,8370.00864,920.7009504, , ,,,,CITY,2020/12/08 18:59:11+00,1692.73046875,173.76037825351
7294,314 KENT RD,3417.15426467,878.33424,25.70367514,11.2928688,13551.44256,1490.658682, , ,,,,CITY,2020/12/08 18:59:11+00,3417.1484375,290.332561197041
7295,723+ CYNTHIANNA AVE,1616.46427685,277.70862,17.18000315,3.5705394,4284.64728,471.3112008, , ,,,,CITY,2020/12/08 18:59:11+00,1616.46484375,175.006142622765
7296,912+ ST CHARLES AVE,2925.48161113,917.08428,31.34814682,11.7910836,14149.30032,1556.423035, , ,,,,CITY,2020/12/08 18:59:11+00,2925.484375,271.461932771537
7297,624 WATSON AVE,1161.89783066,271.25028,23.34545068,3.4875036,4185.00432,460.3504752, , ,,,,CITY,2020/12/08 18:59:11+00,1161.8984375,148.525252334588
7298,145 BOLLINGWOOD RD,1394.29684751,445.62546,31.96058733,5.7294702,6875.36424,756.2900664, , ,,,,CITY,2020/12/08 18:59:11+00,1394.29296875,186.262159782765
7299,142+ BOLLINGWOOD RD,1038.79912304,277.70862,26.73362199,3.5705394,4284.64728,471.3112008, , ,,,,CITY,2020/12/08 18:59:11+00,1038.796875,129.302157766162
7300,717 CYNTHIANNA AVE,1521.83798725,497.29218,32.67707791,6.3937566,7672.50792,843.9758712, , ,,,,CITY,2020/12/08 18:59:11+00,1521.82421875,165.599278229929
7301,309 ALDERMAN RD,1672.40084321,471.45882,28.1905386,6.0616134,7273.93608,800.1329688, , ,,,,CITY,2020/12/08 18:59:11+00,1672.38671875,167.097003308189
7302,701 WATSON AVE,1751.43172148,620.00064,35.39964696,7.9714368,9565.72416,1052.229658, , ,,,,CITY,2020/12/08 18:59:11+00,1751.42578125,171.425626857337
7303,722 MCINTIRE RD,867.49078578,245.41692,28.29043544,3.1553604,3786.43248,416.5075728,Yes, ,,,,CITY,2020/12/08 18:59:11+00,867.4921875,124.311867586187
7304,603 RIVANNA AVE,2730.53556646,665.20902,24.36185213,8.5526874,10263.22488,1128.954737, , ,,,,CITY,2020/12/08 18:59:11+00,2730.53515625,234.48425723068
7305,907 ST CHARLES AVE,1934.83102999,555.41724,28.70623995,7.1410788,8569.29456,942.6224016, , ,,,,CITY,2020/12/08 18:59:11+00,1934.84375,191.388766984849
7306,735 PARK ST,49483.7278665,17773.35168,35.91756817,228.5145216,274217.4259,30163.91685, , ,,,,CITY,2020/12/08 18:59:11+00,49483.6953125,1683.00701370464
7307,703 WATSON AVE,2129.93426585,516.6672,24.2574248,6.642864,7971.4368,876.858048, , ,,,,CITY,2020/12/08 18:59:11+00,2129.921875,189.33427188547
7308,800 PARK ST,1365.84324397,303.54198,22.22377926,3.9026826,4683.21912,515.1541032, , ,,,,CITY,2020/12/08 18:59:11+00,1365.84375,162.878056122517
7309,214 CAMERON LN,1561.09075293,381.04206,24.40870574,4.8991122,5878.93464,646.6828104, , ,,,,CITY,2020/12/08 18:59:11+00,1561.09765625,191.806727261907
7310,626 WATSON AVE,1367.55237637,439.16712,32.11336677,5.6464344,6775.72128,745.3293408, , ,,,,CITY,2020/12/08 18:59:11+00,1367.546875,166.409893909654
7311,622 WATSON AVE,1176.64348817,232.50024,19.75961671,2.9892888,3587.14656,394.5861216, , ,,,,CITY,2020/12/08 18:59:11+00,1176.6484375,146.134444287883
7312,945 LOCUST AVE,1329.56297361,310.00032,23.31595599,3.9857184,4782.86208,526.1148288, , ,,,,CITY,2020/12/08 18:59:11+00,1329.5703125,157.412712773761
7313,715 CYNTHIANNA AVE,1334.23024056,361.66704,27.10679394,4.6500048,5580.00576,613.8006336, , ,,,,CITY,2020/12/08 18:59:11+00,1334.24609375,147.387048744773
7314,747 PARK ST,2393.57228142,607.08396,25.36309286,7.8053652,9366.43824,1030.308206, ,Yes,,,,CITY,2020/12/08 18:59:11+00,2393.57421875,220.695821821835
7315,2028 MINOR RD,1190.55970958,180.83352,15.18894989,2.3250024,2790.00288,306.9003168, , ,,,,CITY,2020/12/08 18:59:11+00,1190.5546875,158.296873386828
7316,306 ALDERMAN RD,2455.10663825,729.79242,29.72548748,9.3830454,11259.65448,1238.561993, , ,,,,CITY,2020/12/08 18:59:11+00,2455.10546875,217.500565067283
7317,209 SPRIGG LN,3726.40258445,897.70926,24.09050677,11.5419762,13850.37144,1523.540858, ,Yes,,,,CITY,2020/12/08 18:59:11+00,3726.41015625,339.541908026634
7318,1100 HARRIS ST,4187.58641088,1885.83528,45.03394391,24.2464536,29095.74432,3200.531875, , ,,,,CITY,2020/12/08 18:59:11+00,4187.58203125,270.833504355085
7319,628 WATSON AVE,1263.37385639,387.5004,30.67187137,4.982148,5978.5776,657.643536, , ,,,,CITY,2020/12/08 18:59:11+00,1263.3671875,145.13553237284
7320,325 KENT RD,2592.13782974,723.33408,27.90492408,9.3000096,11160.01152,1227.601267, , ,,,,CITY,2020/12/08 18:59:11+00,2592.1484375,247.114025879875
7321,610 250 BYP,1328.1429023,355.2087,26.74476524,4.566969,5480.3628,602.839908, , ,,,,CITY,2020/12/08 18:59:11+00,1328.140625,149.174486232748
7322,711 CYNTHIANNA AVE,1653.03873297,329.37534,19.92544578,4.2348258,5081.79096,558.9970056, , ,,,,CITY,2020/12/08 18:59:11+00,1653.04296875,195.0620356232
